sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,rkf_theta_variance_rad2,rkf_observer_valid,observer_update_available,rkf_uncertainty_halfwidth_deg,delta_abs_error_deg,rkf_locally_better
4350,4350.0,43.5,-5.1999999999999975,-4.413416520613313,-1.8161913864573493,3.9967366007307556e-07,1,1,0.07099560551310771,2.5972251341559636,0
4351,4351.0,43.51,-5.1999999999999975,-4.409919610647892,-1.8187898039510157,3.9981209750822735e-07,1,1,0.07100790004184229,2.591129806696876,0
4352,4352.0,43.52,-5.1999999999999975,-4.4069968724917405,-1.8209427977842405,3.999539916594953e-07,1,1,0.07102049935032714,2.5860540747075,0
4353,4353.0,43.53,-5.1999999999999975,-4.404376062224691,-1.8245611655062872,4.000912897206675e-07,1,1,0.07103268842753485,2.5798148967184042,0
4354,4354.0,43.54,-5.1999999999999975,-4.401886972103543,-1.8280019496559698,4.0022927398487977e-07,1,1,0.0710449363176593,2.573885022447573,0
4355,4355.0,43.55,-5.1999999999999975,-4.399538228548746,-1.8295018312822238,4.0037004462989307e-07,1,1,0.0710574293596616,2.570036397266522,0
4356,4356.0,43.56,-5.1999999999999975,-4.3973730467231835,-1.8320513903630824,4.005081883483992e-07,1,1,0.0710696871335094,2.5653216563601013,0
4357,4357.0,43.57,-5.1999999999999975,-4.395780361821597,-1.8351050371454534,4.006502822885311e-07,1,1,0.07108229321325779,2.5606753246761436,0
4358,4358.0,43.58,-5.1999999999999975,-4.39451555257882,-1.8369013596599402,4.0078862119245664e-07,1,1,0.07109456401185091,2.55761419291888,0
4359,4359.0,43.59,-5.1999999999999975,-4.393322609978482,-1.8388579166362915,4.009309713216831e-07,1,1,0.0711071883995923,2.554464693342191,0
4360,4360.0,43.6,-5.1999999999999975,-4.392344233326782,-1.8405920742988195,4.0107072956283595e-07,1,1,0.07111958074441488,2.551752159027963,0
4361,4361.0,43.61,-5.1999999999999975,-4.391571876217469,-1.8435039731889187,4.0121184538814014e-07,1,1,0.07113209127554196,2.5480679030285502,0
4362,4362.0,43.62,-5.1999999999999975,-4.391555759834341,-1.8452752283507614,4.013505046644518e-07,1,1,0.07114438188009739,2.5462805314835792,0
4363,4363.0,43.63,-5.1999999999999975,-4.391724867623529,-1.847226507094837,4.014923423486579e-07,1,1,0.07115695201875667,2.544498360528692,0
4364,4364.0,43.64,-5.1999999999999975,-4.392047101892259,-1.8485959491262753,4.016362328186991e-07,1,1,0.0711697018136942,2.5434511527659835,0
4365,4365.0,43.65,-5.1999999999999975,-4.392705105409091,-1.8525787733653623,4.0177535423022077e-07,1,1,0.07118202686220833,2.5401263320437284,0
4366,4366.0,43.66,-5.1999999999999975,-4.393661579924918,-1.8564410997244816,4.0191902017947737e-07,1,1,0.0711947522811875,2.5372204802004363,0
4367,4367.0,43.67,-5.1999999999999975,-4.395271100655834,-1.8578353425837182,4.020582327195999e-07,1,1,0.07120708106351009,2.5374357580721156,0
4368,4368.0,43.68,-5.1999999999999975,-4.3970496634910425,-1.8591357027314306,4.0219894343462866e-07,1,1,0.07121954035668568,2.537913960759612,0
4369,4369.0,43.69,-5.1999999999999975,-4.3991010984861525,-1.8605757814019381,4.023406918512115e-07,1,1,0.0712320893301724,2.5385253170842144,0
4370,4370.0,43.7,-5.1999999999999975,-4.401480581254727,-1.8631747896418203,4.024830874728266e-07,1,1,0.0712446933751317,2.538305791612907,0
4371,4371.0,43.71,-5.1999999999999975,-4.404160288891086,-1.8658222073353183,4.026239649175289e-07,1,1,0.07125716084587491,2.538338081555768,0
4372,4372.0,43.72,-5.1999999999999975,-4.4074598592503005,-1.8679989646350592,4.02766469175867e-07,1,1,0.0712697700686086,2.5394608946152415,0
4373,4373.0,43.73,-5.1999999999999975,-4.410960446762444,-1.8716178502315521,4.0291195716641863e-07,1,1,0.07128264100031391,2.539342596530892,0
4374,4374.0,43.74,-5.1999999999999975,-4.414732186302705,-1.8742631855020773,4.0305620886577823e-07,1,1,0.07129540026660731,2.5404690008006274,0
4375,4375.0,43.75,-5.1999999999999975,-4.418865258610086,-1.8776810111518127,4.0320149926058635e-07,1,1,0.07130824909923045,2.541184247458273,0
4376,4376.0,43.76,-5.1999999999999975,-4.423120256783475,-1.8797361594982074,4.033431929144329e-07,1,1,0.07132077762262957,2.543384097285268,0
4377,4377.0,43.77,-5.1999999999999975,-4.428136855354258,-1.8823074220156792,4.034822507535194e-07,1,1,0.07133307094841812,2.5458294333385787,0
4378,4378.0,43.78,-5.1999999999999975,-4.433302525706816,-1.8859694363616466,4.036257924067074e-07,1,1,0.0713457584413635,2.5473330893451696,0
4379,4379.0,43.79,-5.1999999999999975,-4.438577426813407,-1.8889208359273237,4.037668311110575e-07,1,1,0.07135822250416604,2.5496565908860838,0
4380,4380.0,43.8,-5.1999999999999975,-4.444268753626392,-1.892932492458686,4.0390916438667785e-07,1,1,0.0713707987658071,2.5513362611677057,0
4381,4381.0,43.81,-5.1999999999999975,-4.4498933460770544,-1.8956074837775763,4.0405058637498443e-07,1,1,0.07138329231361995,2.554285862299478,0
4382,4382.0,43.82,-5.1999999999999975,-4.45612702560528,-1.8985067534436106,4.0419350780763166e-07,1,1,0.07139591610470346,2.557620272161669,0
4383,4383.0,43.83,-5.1999999999999975,-4.46245596077562,-1.901919553495351,4.0433509719952664e-07,1,1,0.071408420040337,2.560536407280269,0
4384,4384.0,43.84,-5.1999999999999975,-4.468696216517839,-1.904704387431931,4.0447900339585123e-07,1,1,0.07142112633272782,2.563991829085908,0
4385,4385.0,43.85,-5.1999999999999975,-4.475323162089687,-1.9072078794512035,4.0462157321899573e-07,1,1,0.07143371240041846,2.5681152826384834,0
4386,4386.0,43.86,-5.1999999999999975,-4.481986119097432,-1.909978883141409,4.0476189997310495e-07,1,1,0.0714460982847835,2.5720072359560233,0
4387,4387.0,43.87,-5.1999999999999975,-4.489028478630292,-1.913922277901879,4.049057160341937e-07,1,1,0.07145878992385137,2.5751062007284133,0
4388,4388.0,43.88,-5.1999999999999975,-4.496048942754742,-1.9185150656699754,4.0504546093050237e-07,1,1,0.07147112012731066,2.5775338770847664,0
4389,4389.0,43.89,-5.1999999999999975,-4.5028289907348,-1.9219788707515795,4.051888807981775e-07,1,1,0.07148377237547575,2.5808501199832206,0
4390,4390.0,43.9,-5.1999999999999975,-4.510151205055013,-1.9242030564730321,4.05329475841071e-07,1,1,0.07149617324929593,2.5859481485819815,0
4391,4391.0,43.91,-5.1999999999999975,-4.517421165822422,-1.9273026168300815,4.054705172779619e-07,1,1,0.0715086113355218,2.590118548992341,0
4392,4392.0,43.92,-5.1999999999999975,-4.525014112146829,-1.9320175933125054,4.0561408139961095e-07,1,1,0.07152126966945538,2.592996518834324,0
4393,4393.0,43.93,-5.1999999999999975,-4.532447088967178,-1.9368683326930414,4.057525528298496e-07,1,1,0.0715334768484675,2.5955787562741364,0
4394,4394.0,43.94,-5.1999999999999975,-4.539429479103803,-1.9406482271009484,4.058934246684779e-07,1,1,0.07154589350220673,2.598781252002855,0
4395,4395.0,43.95,-5.1999999999999975,-4.547081371859648,-1.9438046690974056,4.060322221895176e-07,1,1,0.07155812521533884,2.6032767027622428,0
4396,4396.0,43.96,-5.1999999999999975,-4.554631612196795,-1.9475788131699083,4.0617472399620744e-07,1,1,0.07157068119861137,2.607052799026887,0
4397,4397.0,43.97,-5.1999999999999975,-4.562364370755146,-1.949467883914361,4.063146747959646e-07,1,1,0.0715830102664042,2.612896486840785,0
4398,4398.0,43.98,-5.1999999999999975,-4.569934081873816,-1.9531381547996338,4.0645706268621526e-07,1,1,0.07159555185256271,2.6167959270741825,0
4399,4399.0,43.99,-5.1999999999999975,-4.576971212287476,-1.9558454124650002,4.065973508716899e-07,1,1,0.07160790634761197,2.621125799822476,0
4400,4400.0,44.0,-5.1999999999999975,-4.584600548078361,-1.9587178807487076,4.067424664384297e-07,1,1,0.07162068372414306,2.6258826673296536,0
4401,4401.0,44.01,-5.1997845370370355,-4.592033005953171,-1.961550848398886,4.068859389565383e-07,1,1,0.07163331419023383,2.630482157554285,0
4402,4402.0,44.02,-5.1995690740740725,-4.599657537570299,-1.9658750392933353,4.0702424767606935e-07,1,1,0.0716454879583778,2.6337824982769638,0
4403,4403.0,44.03,-5.1993536111111105,-4.607014069915774,-1.971374231549119,4.0716511683005277e-07,1,1,0.07165788496694737,2.635639838366655,0
4404,4404.0,44.04,-5.199138148148148,-4.613778923620878,-1.972774661742177,4.0730571498654756e-07,1,1,0.07167025598856967,2.6410042618787015,0
4405,4405.0,44.05,-5.1989226851851855,-4.621291986694643,-1.977251250155092,4.074465540076323e-07,1,1,0.07168264606302162,2.6440407365395506,0
4406,4406.0,44.06,-5.198281111111112,-4.6285035484142485,-1.9807186757840933,4.0758455399652473e-07,1,1,0.07169478430151657,2.6477848726301554,0
4407,4407.0,44.07,-5.197639537037035,-4.635951985763359,-1.984858275586815,4.0772437870113846e-07,1,1,0.07170708094318956,2.6510937101765446,0
4408,4408.0,44.08,-5.1969979629629615,-4.643044740021711,-1.9893111544551139,4.0786539547178744e-07,1,1,0.07171948028369206,2.6537335855665973,0
4409,4409.0,44.09,-5.196356388888889,-4.6495850742320375,-1.990716665767405,4.080051976644521e-07,1,1,0.0717317707129254,2.658868408464633,0
4410,4410.0,44.1,-5.195714814814816,-4.656812021432518,-1.9949907038958243,4.081431163819078e-07,1,1,0.07174389349710243,2.661821317536694,0
4411,4411.0,44.11,-5.1946543518518515,-4.663549337405419,-1.9978117403457114,4.0828416770135077e-07,1,1,0.07175628951246071,2.6657375970597075,0
4412,4412.0,44.12,-5.193593888888892,-4.6704876146094945,-2.0017440959290647,4.084230404231232e-07,1,1,0.07176849197436667,2.66874351868043,0
4413,4413.0,44.13,-5.192533425925927,-4.677119783656827,-2.0053413081238616,4.0856038515671784e-07,1,1,0.07178055813480948,2.671778475532965,0
4414,4414.0,44.14,-5.191472962962961,-4.6831968465722165,-2.009246334895316,4.086977364768355e-07,1,1,0.0717926228457976,2.6739505116769005,0
4415,4415.0,44.15,-5.190412500000001,-4.689729139245593,-2.0131913133968182,4.088336539825138e-07,1,1,0.0718045596174161,2.6765378258487744,0
4416,4416.0,44.16,-5.188940370370371,-4.695525669549109,-2.0170393515954474,4.0896944033267793e-07,1,1,0.0718164828893129,2.678486317953662,0
4417,4417.0,44.17,-5.187468240740743,-4.701404318949208,-2.022061680204582,4.0910557274451345e-07,1,1,0.07182843456176549,2.6793426387446257,0
4418,4418.0,44.18,-5.185996111111113,-4.7070731468821165,-2.025438413767499,4.092399010338062e-07,1,1,0.0718402258932583,2.6816347331146178,0
4419,4419.0,44.19,-5.184523981481483,-4.712364655564635,-2.02916422757577,4.0937547322141824e-07,1,1,0.07185212445210881,2.6832004279888646,0
4420,4420.0,44.2,-5.183051851851854,-4.718446709380016,-2.033556661239252,4.095094536587918e-07,1,1,0.07186388137473314,2.684890048140764,0
4421,4421.0,44.21,-5.181175277777776,-4.724463622165733,-2.0378404844283935,4.096480404089333e-07,1,1,0.07187604048267186,2.6866231377373397,0
4422,4422.0,44.22,-5.179298703703706,-4.73103189554814,-2.0405286985326714,4.097816551400823e-07,1,1,0.0718877614161282,2.690503197015469,0
4423,4423.0,44.23,-5.17742212962963,-4.736956582630955,-2.0429094333420617,4.09913336507742e-07,1,1,0.07189931088187282,2.6940471492888936,0
4424,4424.0,44.24,-5.175545555555553,-4.741855256543376,-2.0466287958035867,4.100488295596585e-07,1,1,0.07191119272531069,2.6952264607397893,0
4425,4425.0,44.25,-5.173668981481482,-4.747108324380412,-2.0478919605971475,4.101799633300085e-07,1,1,0.07192269041942047,2.6992163637832647,0
4426,4426.0,44.26,-5.171395185185187,-4.752085588515121,-2.051361855977964,4.1031343889765995e-07,1,1,0.07193439155300173,2.700723732537157,0
4427,4427.0,44.27,-5.169121388888886,-4.75758363465305,-2.054146143773741,4.104444688974832e-07,1,1,0.0719458764448507,2.7034374908793084,0
4428,4428.0,44.28,-5.166847592592592,-4.762183725735976,-2.0571271433525222,4.105740847586321e-07,1,1,0.07195723558272926,2.7050565823834534,0
4429,4429.0,44.29,-5.164573796296296,-4.766081658180571,-2.060933898769604,4.1070531187832747e-07,1,1,0.07196873409995053,2.705147759410967,0
4430,4430.0,44.3,-5.162300000000001,-4.770896363573131,-2.0647795704344603,4.1083710656828343e-07,1,1,0.07198028050062615,2.706116793138671,0
4431,4431.0,44.31,-5.159636203703705,-4.775696835098293,-2.068042225284881,4.1096865771674354e-07,1,1,0.07199180371813665,2.7076546098134116,0
4432,4432.0,44.32,-5.15697240740741,-4.780281586904628,-2.0723113994706774,4.110958999216788e-07,1,1,0.07200294773937808,2.70797018743395,0
4433,4433.0,44.33,-5.154308611111113,-4.784071599790031,-2.0762936124915203,4.1122421140492095e-07,1,1,0.07201418366295606,2.7077779872985106,0
4434,4434.0,44.34,-5.151644814814817,-4.786890166139714,-2.078300472381285,4.1135135369212716e-07,1,1,0.07202531547397424,2.7085896937584293,0
4435,4435.0,44.35,-5.14898101851852,-4.790466324293202,-2.081619077858178,4.1147875790351233e-07,1,1,0.0720364684919717,2.7088472464350244,0
4436,4436.0,44.36,-5.145934444444445,-4.794898207405607,-2.083895703119864,4.116086299527775e-07,1,1,0.07204783576855363,2.711002504285743,0
4437,4437.0,44.37,-5.14288787037037,-4.799816137395248,-2.086801327591949,4.1173371738043535e-07,1,1,0.07205878256751189,2.713014809803299,0
4438,4438.0,44.38,-5.1398412962962965,-4.804288542766315,-2.088861397767832,4.1185878831853715e-07,1,1,0.07206972626101661,2.715427144998483,0
4439,4439.0,44.39,-5.136794722222222,-4.808416246747646,-2.0935833181360564,4.119809530093793e-07,1,1,0.07208041405412724,2.7148329286115893,0
4440,4440.0,44.4,-5.133748148148147,-4.81223717998552,-2.0976710595538193,4.1210617516884506e-07,1,1,0.0720913676907823,2.714566120431701,0
4441,4441.0,44.41,-5.130326018518517,-4.815688158040359,-2.100548268958476,4.1223146794744167e-07,1,1,0.07210232583928716,2.7151398890818834,0
4442,4442.0,44.42,-5.126903888888887,-4.818818350497729,-2.103553509648945,4.1235501735125546e-07,1,1,0.07211312988106608,2.715264840848784,0
4443,4443.0,44.43,-5.123481759259256,-4.821070882856542,-2.105356123575931,4.124779005660782e-07,1,1,0.07212387406116252,2.7157147592806115,0
4444,4444.0,44.44,-5.120059629629632,-4.822153309482201,-2.1081159468361585,4.1259794701538555e-07,1,1,0.07213436866597074,2.7140373626460423,0
4445,4445.0,44.45,-5.116637499999997,-4.822755011571162,-2.1108354003812857,4.127216405220684e-07,1,1,0.07214518050404485,2.711919611189876,0
4446,4446.0,44.46,-5.112847037037033,-4.8233201320485914,-2.1113499206988897,4.128441716324771e-07,1,1,0.07215588914176574,2.7119702113497017,0
4447,4447.0,44.47,-5.109056574074076,-4.824252763274803,-2.1141033852903175,4.129606686636836e-07,1,1,0.07216606895600243,2.7101493779844854,0
4448,4448.0,44.48,-5.105266111111108,-4.8245902216332635,-2.115207784530053,4.130797202348604e-07,1,1,0.07217647050926251,2.7093824371032103,0
4449,4449.0,44.49,-5.101475648148146,-4.824747581809761,-2.1172724337378126,4.1319728968253886e-07,1,1,0.07218674109826353,2.707475148071948,0
4450,4450.0,44.5,-5.097685185185183,-4.825307584079243,-2.1185496400777066,4.1331159185150283e-07,1,1,0.07219672486478422,2.7067579440015366,0
4451,4451.0,44.51,-5.093533611111111,-4.825860579505164,-2.1200260681445116,4.134273568035054e-07,1,1,0.07220683499161744,2.705834511360653,0
4452,4452.0,44.52,-5.089382037037037,-4.827265304827661,-2.1226399103037874,4.135413312892324e-07,1,1,0.07221678736853358,2.704625394523873,0
4453,4453.0,44.53,-5.085230462962965,-4.828136743479618,-2.1234864801381734,4.1365340285680046e-07,1,1,0.07222657224332941,2.7046502633414446,0
4454,4454.0,44.54,-5.081078888888888,-4.828299944104282,-2.1267029667007433,4.137665431405882e-07,1,1,0.07223644908240315,2.701596977403539,0
4455,4455.0,44.55,-5.076927314814815,-4.828878281090187,-2.1281292919738832,4.1387612609319223e-07,1,1,0.07224601408887983,2.700748989116304,0
4456,4456.0,44.56,-5.07242185185185,-4.829425885278359,-2.1308089378817634,4.139886742395415e-07,1,1,0.07225583659583218,2.6986169473965953,0
4457,4457.0,44.57,-5.06791638888889,-4.830776053419583,-2.1338054307824317,4.1409822461495434e-07,1,1,0.07226539619362221,2.696970622637151,0
4458,4458.0,44.58,-5.063410925925925,-4.831637755286301,-2.1358641574468678,4.14212617855411e-07,1,1,0.07227537704058173,2.695773597839433,0
4459,4459.0,44.59,-5.05890546296296,-4.83138201104676,-2.1371649885320885,4.1432057470154475e-07,1,1,0.07228479504607714,2.694217022514671,0
4460,4460.0,44.6,-5.054400000000001,-4.831799661374001,-2.138775468554788,4.1443239051685953e-07,1,1,0.07229454840921319,2.693024192819213,0
4461,4461.0,44.61,-5.049547870370372,-4.8320901770507545,-2.1423773943016218,4.1454055048370885e-07,1,1,0.07230398163164345,2.6897127827491327,0
4462,4462.0,44.62,-5.0446957407407425,-4.833319340494419,-2.1443516506746714,4.146443238967248e-07,1,1,0.07231303112200203,2.6889676898197474,0
4463,4463.0,44.63,-5.039843611111108,-4.8340125356050985,-2.1457022303755022,4.147510751946144e-07,1,1,0.07232233911525496,2.6883103052295962,0
4464,4464.0,44.64,-5.0349914814814785,-4.833487053687718,-2.1465678323053923,4.148536911050094e-07,1,1,0.07233128540150566,2.686919221382326,0
4465,4465.0,44.65,-5.030139351851849,-4.833617503521438,-2.1484533695352415,4.1495702290522687e-07,1,1,0.07234029298265655,2.6851641339861967,0
4466,4466.0,44.66,-5.024947777777774,-4.833894078310458,-2.1517363373066822,4.150606856926399e-07,1,1,0.07234932828958672,2.6821577410037754,0
4467,4467.0,44.67,-5.019756203703704,-4.834968726444852,-2.1533850842375615,4.1516203875322495e-07,1,1,0.07235816118862153,2.6815836422072903,0
4468,4468.0,44.68,-5.014564629629628,-4.835626589721531,-2.1544239641211473,4.152637982699961e-07,1,1,0.07236702842562116,2.6812026256003834,0
4469,4469.0,44.69,-5.009373055555558,-4.8349080724969,-2.156755486801398,4.1536081701367226e-07,1,1,0.07237548154407161,2.6781525856955017,0
4470,4470.0,44.7,-5.004181481481481,-4.834830589956288,-2.16052487902729,4.154586834713549e-07,1,1,0.07238400752260954,2.6743057109289974,0
4471,4471.0,44.71,-4.998657685185187,-4.834785020731639,-2.164415809688666,4.155550817239914e-07,1,1,0.07239240461167364,2.670369211042973,0
4472,4472.0,44.72,-4.993133888888888,-4.835689216133198,-2.166151776611043,4.1565057334193995e-07,1,1,0.07240072176511629,2.6695374395221547,0
4473,4473.0,44.73,-4.987610092592588,-4.836173119217378,-2.1681719785966176,4.1574971304575827e-07,1,1,0.07240935564970287,2.66800114062076,0
4474,4474.0,44.74,-4.982086296296294,-4.835249210659548,-2.169313159728633,4.158426084329299e-07,1,1,0.07241744479470494,2.665936050930915,0
4475,4475.0,44.75,-4.9765625,-4.834882338371227,-2.169966631459985,4.159370301889092e-07,1,1,0.0724256659270006,2.6649157069112426,0
4476,4476.0,44.76,-4.970713703703705,-4.834761537603872,-2.173002645500095,4.1602850463143725e-07,1,1,0.0724336295521656,2.661758892103777,0
4477,4477.0,44.77,-4.964864907407404,-4.835335694549386,-2.175214077891588,4.1611821084751265e-07,1,1,0.07244143838800224,2.660121616657798,0
4478,4478.0,44.78,-4.959016111111109,-4.835494050146745,-2.175553973851042,4.1620902427338094e-07,1,1,0.07244934274802774,2.6599400762957033,0
4479,4479.0,44.79,-4.953167314814813,-4.834330503125661,-2.1771404135249064,4.1629694155630234e-07,1,1,0.07245699420758578,2.6571900896007543,0
4480,4480.0,44.8,-4.947318518518518,-4.83369576776015,-2.1778345500948375,4.163823571544237e-07,1,1,0.0724644271712366,2.6558612176653127,0
4481,4481.0,44.81,-4.941151944444445,-4.8329610430216325,-2.178794584544381,4.164709706664092e-07,1,1,0.07247213761533775,2.6541664584772517,0
4482,4482.0,44.82,-4.934985370370372,-4.8329700256757775,-2.178898072973274,4.1656204362959606e-07,1,1,0.07248006120664809,2.6540719527025036,0
4483,4483.0,44.83,-4.928818796296298,-4.832581121688043,-2.1794111795324325,4.166474721302705e-07,1,1,0.07248749292735843,2.6531699421556105,0
4484,4484.0,44.84,-4.9226522222222195,-4.83094160488061,-2.1809013027861157,4.167275055693614e-07,1,1,0.07249445462179713,2.650040302094494,0
4485,4485.0,44.85,-4.9164856481481465,-4.829623005554872,-2.18414851408268,4.168086672510548e-07,1,1,0.07250151377354444,2.645474491472192,0
4486,4486.0,44.86,-4.910008518518517,-4.828688299673792,-2.185744815469101,4.168914380847531e-07,1,1,0.07250871217573328,2.6429434842046913,0
4487,4487.0,44.87,-4.903531388888888,-4.828347910958441,-2.18614852189853,4.1696678597241123e-07,1,1,0.0725152643988821,2.642199389059911,0
4488,4488.0,44.88,-4.89705425925926,-4.827670162876561,-2.185785554850108,4.1704475737774523e-07,1,1,0.07252204413885538,2.6418846080264524,0
4489,4489.0,44.89,-4.890577129629632,-4.825836648366995,-2.1866122271498027,4.1712255151631704e-07,1,1,0.07252880783360974,2.6392244212171927,0
4490,4490.0,44.9,-4.884100000000003,-4.824273271741741,-2.1871216665609476,4.1719948588760523e-07,1,1,0.07253549615691132,2.6371516051807933,0
4491,4491.0,44.91,-4.877319537037036,-4.822973136587124,-2.1888768003693393,4.1727619649214436e-07,1,1,0.07254216441298274,2.6340963362177847,0
4492,4492.0,44.92,-4.870539074074076,-4.822447919722053,-2.1882608528302305,4.173502905323584e-07,1,1,0.07254860463592372,2.634187066891822,0
4493,4493.0,44.93,-4.863758611111114,-4.821449730739522,-2.188752148748534,4.17421935463603e-07,1,1,0.07255483143971307,2.6326975819909877,0
4494,4494.0,44.94,-4.856978148148148,-4.81941496827245,-2.1891933751043577,4.1749257064729487e-07,1,1,0.07256096996122147,2.630221593168092,0
4495,4495.0,44.95,-4.850197685185181,-4.817676252024462,-2.189024297479667,4.1756793409790824e-07,1,1,0.07256751881825449,2.6286519545447953,0
4496,4496.0,44.96,-4.84312111111111,-4.816219900954723,-2.1889913564657095,4.176377279419553e-07,1,1,0.07257358316618387,2.627228544489013,0
4497,4497.0,44.97,-4.83604453703704,-4.81550044691063,-2.1885417254019646,4.177100269323378e-07,1,1,0.07257986465056335,2.626958721508666,0
4498,4498.0,44.98,-4.828967962962963,-4.8142372540487735,-2.1893167526021817,4.1777608162554145e-07,1,1,0.07258560314241592,2.6249205014465917,0
4499,4499.0,44.99,-4.821891388888887,-4.811884550741539,-2.1899503348556366,4.1783987585677114e-07,1,1,0.0725911448263436,2.621934215885902,0
4500,4500.0,45.0,-4.814814814814817,-4.8099212963462294,-2.1893306948258293,4.1790613188568397e-07,1,1,0.0725968999141431,2.6205906015204,0
4501,4501.0,45.01,-4.807449351851854,-4.807276441460972,-2.189513025490485,4.17967795457668e-07,1,1,0.07260225568509289,2.6177634159704866,0
4502,4502.0,45.02,-4.800083888888885,-4.8055772604408915,-2.190084619781757,4.1803138182015704e-07,1,1,0.07260777804570408,2.6045058975551214,0
4503,4503.0,45.03,-4.792718425925927,-4.8037126594226764,-2.190121700810289,4.180982097721876e-07,1,1,0.07261358147986147,2.591602491618889,0
4504,4504.0,45.04,-4.785352962962965,-4.800924673354466,-2.189999059409845,4.181573597821105e-07,1,1,0.07261871776371108,2.5797821931616194,0
4505,4505.0,45.05,-4.7779874999999965,-4.798466312386626,-2.190111371490397,4.18218533468619e-07,1,1,0.07262402939115377,2.5673973161229697,0
4506,4506.0,45.06,-4.77034037037037,-4.796646172171851,-2.191445290829559,4.182755597453857e-07,1,1,0.07262898055483992,2.55258927773933,0
4507,4507.0,45.07,-4.762693240740743,-4.795842625106472,-2.193282161250992,4.1833549046773866e-07,1,1,0.07263418352601965,2.536261695124023,0
4508,4508.0,45.08,-4.755046111111111,-4.795088436377815,-2.1926129155947036,4.183894621719534e-07,1,1,0.07263886883760022,2.522390870249703,0
4509,4509.0,45.09,-4.747398981481478,-4.793677154783768,-2.1915192244564907,4.1844502206950523e-07,1,1,0.07264369170540785,2.5096015837226973,0
4510,4510.0,45.1,-4.739751851851851,-4.791755784546326,-2.191329414776792,4.1850140641990273e-07,1,1,0.0726485858123758,2.4964185043805847,0
4511,4511.0,45.11,-4.731830277777778,-4.788604634467184,-2.1930177193453386,4.185529674187121e-07,1,1,0.07265306096851733,2.4820382017430336,0
4512,4512.0,45.12,-4.723908703703705,-4.787272458768403,-2.1943531915177874,4.186071502142901e-07,1,1,0.07265776338238862,2.4661917571212197,0
4513,4513.0,45.13,-4.715987129629625,-4.786034758308886,-2.193168063286243,4.18659436344927e-07,1,1,0.07266230090006497,2.452771437664122,0
4514,4514.0,45.14,-4.7080655555555575,-4.784222872549218,-2.1929048379849103,4.1870831750684313e-07,1,1,0.07266654267000834,2.4390034005769863,0
4515,4515.0,45.15,-4.700143981481484,-4.781242052477541,-2.1921753981176444,4.1875561648791173e-07,1,1,0.07267064690704161,2.426870512367783,0
4516,4516.0,45.16,-4.691955185185183,-4.77752645957611,-2.1928550353663323,4.1880219298439626e-07,1,1,0.0726746882259927,2.413528875427923,0
4517,4517.0,45.17,-4.68376638888889,-4.775074712343466,-2.1918377945893837,4.1884626735586907e-07,1,1,0.07267851223526367,2.400620270844931,0
4518,4518.0,45.18,-4.675577592592594,-4.772965181260788,-2.1906366674231172,4.1889386225507857e-07,1,1,0.07268264146891296,2.3875533365012833,0
4519,4519.0,45.19,-4.667388796296297,-4.77079933779692,-2.188378395005001,4.189449537395028e-07,1,1,0.07268707379790539,2.375599859790674,0
4520,4520.0,45.2,-4.6592,-4.767543481211718,-2.186393755530517,4.1898945371793745e-07,1,1,0.07269093407513126,2.364462763257765,0
4521,4521.0,45.21,-4.650751203703702,-4.763094282871035,-2.186503821525091,4.190307124195479e-07,1,1,0.07269451299543964,2.351904303011279,0
4522,4522.0,45.22,-4.64230240740741,-4.759902960682883,-2.1853670180345617,4.190706044051447e-07,1,1,0.07269797319461355,2.3393348360973754,0
4523,4523.0,45.23,-4.633853611111107,-4.757169478797761,-2.1842004398239383,4.191111683143823e-07,1,1,0.07270149150703978,2.3263373036005146,0
4524,4524.0,45.24,-4.625404814814814,-4.754523980960035,-2.1817096642944547,4.191466633962568e-07,1,1,0.07270457003483072,2.3145759843751392,0
4525,4525.0,45.25,-4.616956018518517,-4.7506291807655545,-2.1804958720295398,4.191797531113683e-07,1,1,0.0727074398250981,2.302786984241939,0
4526,4526.0,45.26,-4.608254444444446,-4.745321711964075,-2.1806683278181116,4.192122516336462e-07,1,1,0.07271025823240336,2.290518849106706,0
4527,4527.0,45.27,-4.5995528703703705,-4.741196127043176,-2.178766950746652,4.1925035404373026e-07,1,1,0.07271356249309346,2.2791426629509126,0
4528,4528.0,45.28,-4.590851296296295,-4.737564950776242,-2.175711876970723,4.1928707229946623e-07,1,1,0.07271674657713968,2.268425764845625,0
4529,4529.0,45.29,-4.5821497222222245,-4.734082980821498,-2.173366662924454,4.1931906037216267e-07,1,1,0.07271952036193567,2.256849800698497,0
4530,4530.0,45.3,-4.573448148148143,-4.729277725862568,-2.1723256781883973,4.1935344306583156e-07,1,1,0.07272250167375395,2.24529289224532,0
4531,4531.0,45.31,-4.564501018518517,-4.722818167525207,-2.1714372505183466,4.1938677393557525e-07,1,1,0.07272539166560782,2.234746618993481,0
4532,4532.0,45.32,-4.555553888888887,-4.717630260720039,-2.168278676539895,4.1942222871682986e-07,1,1,0.07272846568763255,2.225198840517839,0
4533,4533.0,45.33,-4.546606759259262,-4.7130217341548715,-2.165870180472075,4.1944888915689354e-07,1,1,0.07273077713175266,2.214321603891578,0
